filename	ATTRIBUTE_SiteName	ATTRIBUTE_SiteName_Bridge	ATTRIBUTE_SiteName_NS1	ATTRIBUTE_River_km	ATTRIBUTE_SampleDate	ATTRIBUTE_SampleMonth	ATTRIBUTE_Type_1	ATTRIBUTE_Type_2	ATTRIBUTE_Type_3	ATTRIBUTE_RiverGroup	ATTRIBUTE_RiverGroup_Type_1	ATTRIBUTE_RiverGroup_Type_2	ATTRIBUTE_RiverGroup_Type_3	ATTRIBUTE_Name	ATTRIBUTE_TimeRun	ATTRIBUTE_InjectionOrder	ATTRIBUTE_SampleTeam	ATTRIBUTE_TA_concentration	ATTRIBUTE_TOC_concentration	WWTP_LoadEntering_pePerkm2	WWTP_TWW_m3.Year.Km2	population_density_km2	artificial_surfaces_NoMines_density	Agricultural areas	Artificial surfaces	Forest and semi natural areas	Water bodies	Wetlands	Arable land	"Artificial, non-agricultural vegetated areas"	Forests	Heterogeneous agricultural areas	"Industrial, commercial and transport units"	Inland waters	Inland wetlands	"Mine, dump and construction sites"	Open spaces with little or no vegetation	Pastures	Permanent crops	Scrub and/or herbaceous vegetation associations	Urban fabric	Airports	"Beaches, dunes, sands"	Broad-leaved forest	Complex cultivation patterns	Coniferous forest	Construction sites	Continuous urban fabric	Discontinuous urban fabric	Dump sites	Fruit trees and berry plantations	Green urban areas	Industrial or commercial 	Inland marshes	"Land principally occupied by agriculture, with significant areas of natural vegetation"	Mineral extraction sites	Mixed forest	Moors and heathland	Natural grasslands	Non-irrigated arable land	Pastures	Peat bogs	Port areas	Road rail and Trnsport	Sparsely vegetated areas	Sport and leisure facilities	Transitional woodland-shrub	Vineyards	Water bodies	Water courses
N11_both_1.mzML	N11	N11	N11	334	20230522	May	River	River	River	Neckar	Neckar_River	Neckar_River	Neckar_River	Neckar	5/27/2023 22:25	81	TH_TR	1.588091223	3.8	524	52659	390	0.081538772	0.530351655	0.082120289	0.386575169	0.000895811	5.71E-05	0.368753698	0.003042804	0.381434567	0.005825361	0.01373959	0.000895811	5.7076E-05	0.000849297	0	0.122536045	0.033236552	0.005140602	0.064488598	0.000311731		0.140526104	0.003206736	0.203947384	4.01E-05	0.003417277	0.061071322	0.000227659	0.026030722	0.000436964	0.012996817		0.002618625	0.000581518	0.036961079	1.46E-05	0.002036581	0.368753698	0.122536045	5.71E-05	0.000132301	0.000298741	0	0.00260584	0.003089448	0.00720583	0.000122953	0.000122953
N11_both_2.mzML	N11	N11	N11	334	20230522	May	River	River	River	Neckar	Neckar_River	Neckar_River	Neckar_River	Neckar	5/27/2023 22:42	82	TH_TR	1.588091223	3.8	524	52659	390	0.081538772	0.530351655	0.082120289	0.386575169	0.000895811	5.71E-05	0.368753698	0.003042804	0.381434567	0.005825361	0.01373959	0.000895811	5.7076E-05	0.000849297	0	0.122536045	0.033236552	0.005140602	0.064488598	0.000311731		0.140526104	0.003206736	0.203947384	4.01E-05	0.003417277	0.061071322	0.000227659	0.026030722	0.000436964	0.012996817		0.002618625	0.000581518	0.036961079	1.46E-05	0.002036581	0.368753698	0.122536045	5.71E-05	0.000132301	0.000298741	0	0.00260584	0.003089448	0.00720583	0.000122953	0.000122953
S8_both_1.mzML	S51	S51	S8	205	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 23:15	83	IGB	0.671768678	7.1	93	5016	92	0.04452971	0.406873975	0.065859681	0.50808942	0.017495138	0.001681785	0.31271868	0.002876164	0.490375623	0.002067391	0.008447045	0.017495138	0.001681785	0.02146152	0.000811775	0.091772297	0.000315608	0.016902022	0.033074952	0.000556742	0.000346434	0.017998481	9.26E-05	0.462105664	0.000131548	0.000409596	0.032665357	0	0.000315608	0.000511092	0.007760865	0.001681785	0.001974799	0.021329971	0.010271478	0.002197476	0.001987448	0.31271868	0.091772297	0	0	0.000129438	0.000465341	0.002365072	0.012717098	0	0.017495138	0.017495138
S8_both_2.mzML	S51	S51	S8	205	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 23:32	84	IGB	0.671768678	7.1	93	5016	92	0.04452971	0.406873975	0.065859681	0.50808942	0.017495138	0.001681785	0.31271868	0.002876164	0.490375623	0.002067391	0.008447045	0.017495138	0.001681785	0.02146152	0.000811775	0.091772297	0.000315608	0.016902022	0.033074952	0.000556742	0.000346434	0.017998481	9.26E-05	0.462105664	0.000131548	0.000409596	0.032665357	0	0.000315608	0.000511092	0.007760865	0.001681785	0.001974799	0.021329971	0.010271478	0.002197476	0.001987448	0.31271868	0.091772297	0	0	0.000129438	0.000465341	0.002365072	0.012717098	0	0.017495138	0.017495138
S19_both_1.mzML	S76a	S76a	S19	382	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 23:49	85	IGB	1.927948972	8.2	456	21639	343	0.095120225	0.449458569	0.123180498	0.405295655	0.020233269	0.001832009	0.358515564	0.010518281	0.390281531	0.001555548	0.016571506	0.020233269	0.001832009	0.013090889	0.000484981	0.08852026	0.000867197	0.014529142	0.082999822	0.001556827	0.000218583	0.024127581	5.30E-05	0.352970165	0.000103761	0.003515558	0.079484264	0.000236299	0.000867197	0.002528771	0.014226839	0.00170454	0.001502541	0.012750828	0.013183785	0.003320134	0.002122004	0.358515564	0.08852026	0.00012747	7.21E-05	0.000715769	0.000266398	0.00798951	0.009087004	0	0.019705938	0.019705938
S19_both_2.mzML	S76a	S76a	S19	382	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/28/2023 0:06	86	IGB	1.927948972	8.2	456	21639	343	0.095120225	0.449458569	0.123180498	0.405295655	0.020233269	0.001832009	0.358515564	0.010518281	0.390281531	0.001555548	0.016571506	0.020233269	0.001832009	0.013090889	0.000484981	0.08852026	0.000867197	0.014529142	0.082999822	0.001556827	0.000218583	0.024127581	5.30E-05	0.352970165	0.000103761	0.003515558	0.079484264	0.000236299	0.000867197	0.002528771	0.014226839	0.00170454	0.001502541	0.012750828	0.013183785	0.003320134	0.002122004	0.358515564	0.08852026	0.00012747	7.21E-05	0.000715769	0.000266398	0.00798951	0.009087004	0	0.019705938	0.019705938
Murr_both_1.mzML	T04	T04	Murr		20230522	May	River	Tributary	Tributary	Neckar	Neckar_River	Neckar_Tributary	Neckar_Tributary	Murr	5/28/2023 0:23	87	JN_LH	1.967377315	3.6	508	49816	354	0.060881001	0.438217522	0.061722122	0.500060356	0	0	0.223513997	0	0.494768854	0.017958407	0.006085737	0	0	0.00126322	0	0.118386	0.078359119	0.005291502	0.054373164	0		0.244432161	0.014928598	0.211928092	0	0.001486447	0.052886718	0.000422099	0.066428541	0	0.006085737		0.003029809	0.000841121	0.038408601	0	0	0.223513997	0.118386	0	0	0	0	0	0.005291502	0.011930578	0	0
Murr_both_2.mzML	T04	T04	Murr		20230522	May	River	Tributary	Tributary	Neckar	Neckar_River	Neckar_Tributary	Neckar_Tributary	Murr	5/28/2023 0:40	88	JN_LH	1.967377315	3.6	508	49816	354	0.060881001	0.438217522	0.061722122	0.500060356	0	0	0.223513997	0	0.494768854	0.017958407	0.006085737	0	0	0.00126322	0	0.118386	0.078359119	0.005291502	0.054373164	0		0.244432161	0.014928598	0.211928092	0	0.001486447	0.052886718	0.000422099	0.066428541	0	0.006085737		0.003029809	0.000841121	0.038408601	0	0	0.223513997	0.118386	0	0	0	0	0	0.005291502	0.011930578	0	0
Dahme_both_1.mzML	TS70	S70	Dahme		20230511	May	River	Tributary	Tributary	Spree	Spree_River	Spree_Tributary	Spree_Tributary	Dahme	5/28/2023 0:57	89	IGB	0.431048983	7.9	46	2247	230	0.129187048	0.243429116	0.130108423	0.593261366	0.030994125	0.00220697	0.173107195	0.006446379	0.587446646	0.000330299	0.015956202	0.030994125	0.00220697	0.001679061	0	0.069991622	0	0.00581472	0.106026781	0.005415587	0	0.019192687	0	0.558745494	0	0	0.106026781	0.000757686	0	0	0.009309005	0.00220697	0.000330299	0.000921375	0.009508465	0.00063327	0.002917966	0.173107195	0.069991622	0	0.000175365	0.001056245	0	0.006446379	0.002263484	0	0.028387122	0.028387122
Dahme_both_2.mzML	TS70	S70	Dahme		20230511	May	River	Tributary	Tributary	Spree	Spree_River	Spree_Tributary	Spree_Tributary	Dahme	5/28/2023 1:14	90	IGB	0.431048983	7.9	46	2247	230	0.129187048	0.243429116	0.130108423	0.593261366	0.030994125	0.00220697	0.173107195	0.006446379	0.587446646	0.000330299	0.015956202	0.030994125	0.00220697	0.001679061	0	0.069991622	0	0.00581472	0.106026781	0.005415587	0	0.019192687	0	0.558745494	0	0	0.106026781	0.000757686	0	0	0.009309005	0.00220697	0.000330299	0.000921375	0.009508465	0.00063327	0.002917966	0.173107195	0.069991622	0	0.000175365	0.001056245	0	0.006446379	0.002263484	0	0.028387122	0.028387122
S4_both_1.mzML	S13	S13	S4	61	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/28/2023 1:31	91	IGB	0.964858461	4.8	192	11446	271	0.062704659	0.784948776	0.063078697	0.145482068	0.006490459	0	0.681590197	0.000776298	0.145482068	0.009469049	0.006742726	0.006490459	0	0.000374037	0	0.09358337	0.000306161	0	0.055185635	0	0	0.005753961	0.000399994	0.119410458	0	0.000671036	0.054514599	0	0.000306161	1.45E-06	0.006742726	0	0.009069055	0.000374037	0.02031765	0	0	0.681590197	0.09358337	0	0	0	0	0.000774845	0	0	0.006490459	0.006490459
S4_both_2.mzML	S13	S13	S4	61	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/28/2023 1:48	92	IGB	0.964858461	4.8	192	11446	271	0.062704659	0.784948776	0.063078697	0.145482068	0.006490459	0	0.681590197	0.000776298	0.145482068	0.009469049	0.006742726	0.006490459	0	0.000374037	0	0.09358337	0.000306161	0	0.055185635	0	0	0.005753961	0.000399994	0.119410458	0	0.000671036	0.054514599	0	0.000306161	1.45E-06	0.006742726	0	0.009069055	0.000374037	0.02031765	0	0	0.681590197	0.09358337	0	0	0	0	0.000774845	0	0	0.006490459	0.006490459
Eyach_both_1.mzML	T01	T01	Eyach		20230522	May	River	Tributary	Tributary	Neckar	Neckar_River	Neckar_Tributary	Neckar_Tributary	Eyach	5/28/2023 2:04	93	LG_AS	0.942438217	3.9	309	43585	232	0.088683029	0.548978756	0.09009546	0.360925784	0	0	0.190541921	0	0.354810762	0.004007806	0.008389673	0	0	0.002535545	0	0.330359663	0.024069367	0.006115022	0.079170241	0		0.056576953	0.002175732	0.235332588	0	0.000751842	0.078418399	0.001123114	0.024069367	0	0.008389673		0.001832074	0.001412431	0.06290122	0	0	0.190541921	0.330359663	0	0	0	0	0	0.006115022	0	0	0
Eyach_both_2.mzML	T01	T01	Eyach		20230522	May	River	Tributary	Tributary	Neckar	Neckar_River	Neckar_Tributary	Neckar_Tributary	Eyach	5/28/2023 2:21	94	LG_AS	0.942438217	3.9	309	43585	232	0.088683029	0.548978756	0.09009546	0.360925784	0	0	0.190541921	0	0.354810762	0.004007806	0.008389673	0	0	0.002535545	0	0.330359663	0.024069367	0.006115022	0.079170241	0		0.056576953	0.002175732	0.235332588	0	0.000751842	0.078418399	0.001123114	0.024069367	0	0.008389673		0.001832074	0.001412431	0.06290122	0	0	0.190541921	0.330359663	0	0	0	0	0	0.006115022	0	0	0
N9_both_1.mzML	N09	N09	N9	255	20230522	May	River	River	River	Neckar	Neckar_River	Neckar_River	Neckar_River	Neckar	5/28/2023 2:38	95	JN_LH	2.387851229	4.8	700	68349	528	0.107886016	0.42797138	0.108578896	0.462756395	0.000595676	9.77E-05	0.242924161	0.004461065	0.455456169	0.007309373	0.018675911	0.000595676	9.76525E-05	0.001080226	0	0.128470641	0.049267206	0.007300226	0.084361694	0.000431566		0.139423704	0.00399302	0.278653064	6.86E-05	0.00510482	0.079256874	0.000318704	0.040218942	0.000720611	0.017586976		0.003316353	0.00069288	0.0373794	0	0.003416236	0.242924161	0.128470641	9.77E-05	0.000226356	0.000431012	0	0.003740454	0.00388399	0.009048264	0.000119623	0.000119623
N9_both_2.mzML	N09	N09	N9	255	20230522	May	River	River	River	Neckar	Neckar_River	Neckar_River	Neckar_River	Neckar	5/28/2023 2:55	96	JN_LH	2.387851229	4.8	700	68349	528	0.107886016	0.42797138	0.108578896	0.462756395	0.000595676	9.77E-05	0.242924161	0.004461065	0.455456169	0.007309373	0.018675911	0.000595676	9.76525E-05	0.001080226	0	0.128470641	0.049267206	0.007300226	0.084361694	0.000431566		0.139423704	0.00399302	0.278653064	6.86E-05	0.00510482	0.079256874	0.000318704	0.040218942	0.000720611	0.017586976		0.003316353	0.00069288	0.0373794	0	0.003416236	0.242924161	0.128470641	9.77E-05	0.000226356	0.000431012	0	0.003740454	0.00388399	0.009048264	0.000119623	0.000119623
S2_both_1.mzML	S08	S08	S2	38	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/28/2023 3:12	97	IGB	0.557546122	3.8	123	8280	245	0.126336445	0.522558904	0.126336445	0.351104652	0	0	0.272072784	4.85E-06	0.351104652	0.030082319	0.006359708	0	0	0	0	0.219381699	0.001022102	0	0.119971887	0	0	0.005201856	0.001335359	0.300972155	0	0	0.119971887	0	0.001022102	4.85E-06	0.006359708	0	0.028746961	0	0.04493064	0	0	0.272072784	0.219381699	0	0	0	0	0	0	0	0	0
S2_both_2.mzML	S08	S08	S2	38	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/28/2023 3:29	98	IGB	0.557546122	3.8	123	8280	245	0.126336445	0.522558904	0.126336445	0.351104652	0	0	0.272072784	4.85E-06	0.351104652	0.030082319	0.006359708	0	0	0	0	0.219381699	0.001022102	0	0.119971887	0	0	0.005201856	0.001335359	0.300972155	0	0	0.119971887	0	0.001022102	4.85E-06	0.006359708	0	0.028746961	0	0.04493064	0	0	0.272072784	0.219381699	0	0	0	0	0	0	0	0	0
