FeatureID,Feature,Annotation,Cosine,Mzerror,Group0,Group1,Group2
31811,X31811_pos_866.532_6.736_NA,,,,,,
31812,X31812_pos_674.432_6.794_NA,,,,,,
31813,X31813_pos_303.195_6.757_NA,,,,,,
31815,X31815_pos_377.232_6.767_NA,,,,,,
3182,X3182_pos_300.202_2.225_NA,,,,,,
31828,X31828_pos_263.164_6.897_brefeldin A CollisionEnergy:102040,brefeldin A CollisionEnergy:102040,0.805099,0.811749,biological ,biological compound,biological - other
31830,X31830_pos_509.978_6.759_NA,,,,,,
31836,X31836_pos_551.343_6.677_NA,,,,,,
31837,X31837_pos_604.391_6.681_NA,,,,,,
3184,X3184_pos_305.157_2.225_NA,,,,,,
31841,X31841_pos_273.149_6.743_NA,,,,,,
31844,X31844_pos_313.212_6.784_NA,,,,,,
3185,X3185_pos_177.112_2.217_NA,,,,,,
31854,X31854_pos_271.06_6.768_520-36-5 CollisionEnergy:102040,520-36-5 CollisionEnergy:102040,0.806254,0.337758,biological ,biological compound,plant metabolite
31860,X31860_pos_619.175_6.668_NA,,,,,,
31861,X31861_pos_283.206_6.788_NA,,,,,,
31873,X31873_pos_663.356_6.789_NA,,,,,,
3188,X3188_pos_344.228_2.217_NA,,,,,,
31888,X31888_pos_658.401_6.787_NA,,,,,,
31890,X31890_pos_677.18_6.796_NA,,,,,,
31891,X31891_pos_275.175_6.598_NA,,,,,,
31895,X31895_pos_328.118_6.816_NA,,,,,,
31897,X31897_pos_339.18_6.758_NA,,,,,,
319,X319_pos_374.394_0.557_NA,,,,,,
31903,X31903_pos_370.222_6.763_NA,,,,,,
31906,X31906_pos_421.241_6.653_NA,,,,,,
31907,X31907_pos_475.233_6.655_NA,,,,,,
3191,X3191_pos_210.091_2.217_NA,,,,,,
31910,X31910_pos_359.204_6.637_NA,,,,,,
31929,X31929_pos_388.211_6.781_Massbank:PR310631 Guan-fu base Y,Massbank:PR310631 Guan-fu base Y,0.727216,3.61609,biological ,biological compound,plant metabolite
31932,X31932_pos_396.275_6.811_NA,,,,,,
31939,X31939_pos_473.253_6.889_NA,,,,,,
31941,X31941_pos_368.243_6.836_NA,,,,,,
31944,X31944_pos_233.117_6.587_NA,,,,,,
31945,X31945_pos_910.559_6.704_NA,,,,,,
31948,X31948_pos_235.108_6.774_NA,,,,,,
31950,X31950_pos_491.264_6.77_NA,,,,,,
31952,X31952_pos_205.122_6.778_NA,,,,,,
31962,"X31962_pos_315.195_6.785_NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-","NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-",0.714313,1.25868,unknown,unknown,unknown
31963,X31963_pos_283.169_6.862_NA,,,,,,
31967,X31967_pos_477.248_6.826_NA,,,,,,
31968,X31968_pos_445.222_6.834_NA,,,,,,
31971,X31971_pos_584.289_6.815_NA,,,,,,
31974,X31974_pos_419.243_6.79_NA,,,,,,
31975,X31975_pos_389.214_6.658_NA,,,,,,
31980,X31980_pos_188.092_6.794_NA,,,,,,
31982,X31982_pos_436.254_6.846_NA,,,,,,
31988,X31988_pos_211.144_6.773_NA,,,,,,
31989,X31989_pos_354.249_6.684_NA,,,,,,
3199,X3199_pos_239.149_2.207_NA,,,,,,
31997,X31997_pos_247.133_6.829_7-alpha-Hydroxy-3-Deoxy-Zaluzanin C,7-alpha-Hydroxy-3-Deoxy-Zaluzanin C,0.780663,0.370459,biological ,biological compound,plant metabolite
32003,X32003_pos_365.232_6.796_NA,,,,,,
32006,X32006_pos_363.217_6.817_CORTISOL,CORTISOL,0.717875,1.09226,biological ,biological compound,biological - other
32008,X32008_pos_509.284_6.802_NA,,,,,,
32011,X32011_pos_591.335_6.67_NA,,,,,,
32012,X32012_pos_544.351_6.804_NA,,,,,,
32014,X32014_pos_513.309_6.843_NA,,,,,,
32017,X32017_pos_197.06_6.786_NA,,,,,,
3202,X3202_pos_277.118_2.243_NA,,,,,,
32026,X32026_pos_449.217_6.815_NA,,,,,,
32030,X32030_pos_295.206_6.824_NA,,,,,,
32042,X32042_pos_431.262_6.817_NA,,,,,,
32052,X32052_pos_736.469_6.846_NA,,,,,,
32054,"X32054_pos_195.138_6.768_""9,10-dihydrojasmonic acid CollisionEnergy:102040""","""9,10-dihydrojasmonic acid CollisionEnergy:102040""",0.7251,5.16089,biological ,biological compound,biological - other
32055,X32055_pos_181.065_6.756_NA,,,,,,
32059,X32059_pos_461.272_6.746_NA,,,,,,
32061,X32061_pos_262.144_6.811_NA,,,,,,
32062,X32062_pos_549.654_6.793_NA,,,,,,
32067,X32067_pos_359.185_6.718_NA,,,,,,
32072,X32072_pos_595.369_6.728_NA,,,,,,
32073,X32073_pos_441.21_6.831_NA,,,,,,
32075,X32075_pos_487.269_6.805_NA,,,,,,
32077,X32077_pos_483.317_6.696_NA,,,,,,
32085,X32085_pos_646.334_6.807_NA,,,,,,
32089,X32089_pos_521.822_6.848_NA,,,,,,
32090,X32090_pos_360.225_6.825_NA,,,,,,
32091,X32091_pos_704.443_6.876_NA,,,,,,
32093,X32093_pos_419.228_6.822_NA,,,,,,
32094,X32094_pos_401.196_6.803_NA,,,,,,
32097,X32097_pos_264.243_6.828_NA,,,,,,
32098,X32098_pos_602.411_6.793_NA,,,,,,
32108,X32108_pos_327.159_6.796_NA,,,,,,
32123,X32123_pos_531.259_6.806_NA,,,,,,
32126,X32126_pos_527.343_6.788_NA,,,,,,
32132,X32132_pos_433.222_6.803_NA,,,,,,
32134,X32134_pos_530.336_6.838_NA,,,,,,
32148,X32148_pos_376.248_6.811_NA,,,,,,
3215,X3215_pos_178.134_2.181_NA,,,,,,
32154,X32154_pos_266.136_6.811_NA,,,,,,
3216,X3216_pos_161.066_2.226_NA,,,,,,
32161,X32161_pos_433.258_6.815_NA,,,,,,
32165,X32165_pos_487.233_6.814_NA,,,,,,
32167,X32167_pos_282.149_6.821_NA,,,,,,
32168,X32168_pos_402.191_6.823_NA,,,,,,
32170,X32170_pos_431.243_6.909_NA,,,,,,
32174,X32174_pos_189.127_6.814_NA,,,,,,
32183,X32183_pos_384.238_6.721_NA,,,,,,
32186,X32186_pos_524.653_6.827_NA,,,,,,
32187,X32187_pos_386.254_6.804_NA,,,,,,
32195,X32195_pos_497.296_6.904_NA,,,,,,
32202,X32202_pos_259.255_6.817_NA,,,,,,
32206,X32206_pos_466.774_6.714_NA,,,,,,
32211,X32211_pos_231.149_6.692_NA,,,,,,
32214,X32214_pos_205.144_6.814_NA,,,,,,
32216,X32216_pos_386.217_6.822_NA,,,,,,
32221,X32221_pos_535.321_6.909_NA,,,,,,
32225,X32225_pos_453.144_6.843_NA,,,,,,
32227,X32227_pos_648.417_6.739_NA,,,,,,
3224,X3224_pos_246.149_2.26_NA,,,,,,
32240,X32240_pos_361.165_6.645_NA,,,,,,
32242,X32242_pos_473.217_6.734_NA,,,,,,
32243,X32243_pos_319.154_6.793_NA,,,,,,
32251,X32251_pos_463.233_6.801_NA,,,,,,
32252,X32252_pos_167.107_6.804_NA,,,,,,
32255,X32255_pos_325.201_6.865_NA,,,,,,
32256,X32256_pos_275.164_6.893_NA,,,,,,
32259,X32259_pos_585.322_6.829_NA,,,,,,
32260,X32260_pos_412.291_6.856_NA,,,,,,
32267,X32267_pos_337.201_6.718_NA,,,,,,
32269,X32269_pos_287.201_6.792_NA,,,,,,
32274,X32274_pos_475.269_6.832_NA,,,,,,
32275,X32275_pos_617.348_6.847_NA,,,,,,
32279,X32279_pos_554.826_6.883_NA,,,,,,
32287,X32287_pos_275.139_6.804_NA,,,,,,
32288,X32288_pos_373.201_6.742_NA,,,,,,
32289,X32289_pos_469.283_6.76_NA,,,,,,
3229,X3229_pos_167.107_2.236_NA,,,,,,
32290,X32290_pos_488.787_6.76_NA,,,,,,
32293,X32293_pos_954.585_6.759_NA,,,,,,
32298,X32298_pos_245.128_6.797_NA,,,,,,
32307,X32307_pos_572.364_6.671_NA,,,,,,
3231,X3231_pos_329.233_2.228_NA,,,,,,
32312,X32312_pos_767.44_6.903_NA,,,,,,
32320,X32320_pos_387.216_6.832_NA,,,,,,
32321,"X32321_pos_216.101_6.89_MassbankEU:SM841401 Atrazine|6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine","MassbankEU:SM841401 Atrazine|6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",0.9574,0.917924,all anthropogenic,pesticide,herbicide
32323,X32323_pos_249.149_6.68_Parthenolide [M+H]+,Parthenolide [M+H]+,0.844402,2.44976,biological ,biological compound,plant metabolite
32338,X32338_pos_314.269_6.844_MassbankEU:ET180203 SPI_314.2691_15.4,MassbankEU:ET180203 SPI_314.2691_15.4,0.907151,0,all anthropogenic,pesticide,fungicide
32339,X32339_pos_423.322_6.828_NA,,,,,,
32341,X32341_pos_426.306_6.836_NA,,,,,,
32348,X32348_pos_313.18_6.878_NA,,,,,,
32351,X32351_pos_208.076_6.939_NA,,,,,,
32352,X32352_pos_345.17_6.842_NA,,,,,,
32358,X32358_pos_438.306_6.878_NA,,,,,,
32362,X32362_pos_478.28_6.764_NA,,,,,,
32363,X32363_pos_588.396_6.867_NA,,,,,,
32364,X32364_pos_245.19_6.866_NA,,,,,,
32368,X32368_pos_375.18_6.727_NA,,,,,,
3237,X3237_pos_236.164_2.23_NA,,,,,,
32379,X32379_pos_552.35_6.893_NA,,,,,,
32380,X32380_pos_630.406_6.732_NA,,,,,,
32381,X32381_pos_333.17_6.83_NA,,,,,,
32386,X32386_pos_200.128_6.824_NA,,,,,,
32393,X32393_pos_288.159_6.863_NA,,,,,,
32395,X32395_pos_293.175_6.818_NA,,,,,,
324,X324_pos_474.834_0.557_NA,,,,,,
3240,X3240_pos_213.196_2.167_NA,,,,,,
32417,X32417_pos_489.248_6.736_NA,,,,,,
32424,X32424_pos_155.086_6.851_Massbank:PR300406 Cyclo-prolylglycine,Massbank:PR300406 Cyclo-prolylglycine,0.720474,29.0258,biological ,biological compound,biological - other
32426,"X32426_pos_251.164_6.782_9a-hydroxy-3,4a,5-trimethyl-2H,4H,4aH,5H,6H,7H,8H,8aH,9H,9aH-naphtho[2,3-b]furan-2-one","9a-hydroxy-3,4a,5-trimethyl-2H,4H,4aH,5H,6H,7H,8H,8aH,9H,9aH-naphtho[2,3-b]furan-2-one",0.713533,0.78978,unknown,unknown,unknown
32427,X32427_pos_273.185_6.89_NA,,,,,,
32429,X32429_pos_243.174_6.85_NA,,,,,,
32433,X32433_pos_277.18_6.851_NA,,,,,,
32436,X32436_pos_235.133_6.773_NA,,,,,,
32441,X32441_pos_762.485_6.915_NA,,,,,,
32442,X32442_pos_237.149_6.83_NA,,,,,,
32443,X32443_pos_450.234_6.867_NA,,,,,,
32451,X32451_pos_289.18_6.844_NA,,,,,,
32454,X32454_pos_449.253_6.858_NA,,,,,,
3246,X3246_pos_446.26_2.234_NA,,,,,,
32460,X32460_pos_663.201_6.905_NA,,,,,,
32461,X32461_pos_291.195_6.901_NA,,,,,,
32466,X32466_pos_405.191_6.704_NA,,,,,,
32471,X32471_pos_315.174_6.862_NA,,,,,,
32475,X32475_pos_261.185_6.85_NA,,,,,,
32480,X32480_pos_330.137_6.86_0432_Metolachlor ESA,0432_Metolachlor ESA,0.927741,0,all anthropogenic,pesticide,herbicide
32482,X32482_pos_295.088_6.854_NA,,,,,,
32486,X32486_pos_368.207_6.736_NA,,,,,,
3249,X3249_pos_305.091_2.259_NA,,,,,,
32491,X32491_pos_570.349_6.856_NA,,,,,,
32497,X32497_pos_455.188_6.864_NA,,,,,,
32502,X32502_pos_450.144_6.88_NA,,,,,,
32505,X32505_pos_317.139_6.857_NA,,,,,,
32507,X32507_pos_557.335_6.923_NA,,,,,,
3251,X3251_pos_194.038_2.245_NA,,,,,,
32513,X32513_pos_193.134_6.963_NA,,,,,,
32515,X32515_pos_387.18_6.801_NA,,,,,,
32517,X32517_pos_616.391_6.741_NA,,,,,,
32529,X32529_pos_635.362_6.74_NA,,,,,,
3253,X3253_pos_195.122_2.221_Spectral Match to Tetraethylene glycol from NIST14,Spectral Match to Tetraethylene glycol from NIST14,0.780826,3.04983,all anthropogenic,polymer-related,PAG
32531,X32531_pos_549.325_6.772_NA,,,,,,
32535,X32535_pos_257.154_6.876_NA,,,,,,
32537,X32537_pos_230.212_6.903_NA,,,,,,
32547,X32547_pos_211.112_6.868_NA,,,,,,
32549,X32549_pos_500.301_6.861_NA,,,,,,
3255,X3255_pos_303.134_2.276_NA,,,,,,
32553,X32553_pos_285.185_6.971_Simvastatin ion source fragment,Simvastatin ion source fragment,0.776227,0.321029,all anthropogenic,pharmaceutical,pharmaceutical - other
32556,X32556_pos_477.796_6.765_NA,,,,,,
32559,X32559_pos_391.211_6.782_NA,,,,,,
3256,X3256_pos_473.259_2.247_NA,,,,,,
32560,X32560_pos_491.296_6.792_NA,,,,,,
32561,X32561_pos_522.338_6.871_NA,,,,,,
32562,X32562_pos_692.443_6.809_NA,,,,,,
32564,X32564_pos_180.138_6.871_NA,,,,,,
32565,X32565_pos_539.329_6.878_NA,,,,,,
32566,X32566_pos_258.113_6.667_NA,,,,,,
32568,"X32568_pos_305.211_6.865_NCGC00347546-02_C19H28O3_5,9-Dimethyl-14-oxotetracyclo[11.2.1.0~1,10~.0~4,9~]hexadecane-5-carboxylic acid","NCGC00347546-02_C19H28O3_5,9-Dimethyl-14-oxotetracyclo[11.2.1.0~1,10~.0~4,9~]hexadecane-5-carboxylic acid",0.701015,0.299965,unknown,unknown,unknown
3257,X3257_pos_291.207_2.289_NA,,,,,,
32570,X32570_pos_486.309_6.754_NA,,,,,,
32573,X32573_pos_255.195_6.829_NA,,,,,,
3258,X3258_pos_868.402_2.266_NA,,,,,,
32580,X32580_pos_537.677_6.889_NA,,,,,,
32590,X32590_pos_277.144_6.873_NA,,,,,,
32594,X32594_pos_259.144_6.737_NA,,,,,,
32596,X32596_pos_442.301_6.902_NA,,,,,,
32597,X32597_pos_639.395_6.812_NA,,,,,,
3260,X3260_pos_345.149_2.193_NA,,,,,,
32601,X32601_pos_275.175_6.906_NA,,,,,,
32603,X32603_pos_291.217_6.889_NA,,,,,,
32614,X32614_pos_394.259_7.006_NA,,,,,,
32621,X32621_pos_217.159_6.881_NA,,,,,,
32622,X32622_pos_307.154_6.813_NA,,,,,,
32623,X32623_pos_679.388_6.805_NA,,,,,,
3263,X3263_pos_332.149_2.269_NA,,,,,,
32634,X32634_pos_396.259_6.835_NA,,,,,,
32637,X32637_pos_219.174_6.901_Spectral Match to Curcumol from NIST14,Spectral Match to Curcumol from NIST14,0.803974,1.81011,biological ,biological compound,plant metabolite
32642,X32642_pos_780.496_6.881_NA,,,,,,
32645,X32645_pos_806.511_6.975_NA,,,,,,
32646,X32646_pos_564.329_6.884_NA,,,,,,
32655,X32655_pos_261.149_7.007_NA,,,,,,
32656,X32656_pos_447.201_6.877_NA,,,,,,
32663,X32663_pos_336.225_6.906_NA,,,,,,
32664,X32664_pos_233.128_6.903_NA,,,,,,
32670,X32670_pos_538.011_6.893_NA,,,,,,
3268,X3268_pos_245.099_2.207_NA,,,,,,
32681,X32681_pos_271.144_6.894_NA,,,,,,
32683,X32683_pos_587.862_6.949_NA,,,,,,
32689,X32689_pos_205.159_6.887_NA,,,,,,
32692,X32692_pos_385.22_6.878_NA,,,,,,
32694,X32694_pos_235.169_6.9_Curcumenol,Curcumenol,0.740719,1.2328,biological ,biological compound,plant metabolite
32697,X32697_pos_470.333_6.881_NA,,,,,,
32699,X32699_pos_421.222_6.686_NA,,,,,,
327,X327_pos_380.897_0.557_NA,,,,,,
32700,X32700_pos_393.227_6.891_NA,,,,,,
32704,X32704_pos_718.459_6.858_NA,,,,,,
32706,X32706_pos_440.286_6.875_NA,,,,,,
3271,X3271_pos_182.081_2.349_6-isopropoxynicotinic acid,6-isopropoxynicotinic acid,0.778126,7.12323,biological ,biological compound,plant metabolite
32726,X32726_pos_596.376_6.985_NA,,,,,,
32727,X32727_pos_598.853_6.956_NA,,,,,,
32729,X32729_pos_514.323_6.915_NA,,,,,,
32735,X32735_pos_351.18_6.885_NA,,,,,,
32741,X32741_pos_253.143_6.909_NA,,,,,,
32744,X32744_pos_207.174_6.964_NA,,,,,,
32747,X32747_pos_519.278_6.915_NA,,,,,,
32750,X32750_pos_632.458_6.966_NA,,,,,,
32754,X32754_pos_399.253_6.92_NA,,,,,,
32757,X32757_pos_251.139_6.923_NA,,,,,,
32760,X32760_pos_454.301_6.72_NA,,,,,,
32761,X32761_pos_396.202_6.884_NA,,,,,,
32764,X32764_pos_403.23_6.819_NA,,,,,,
32768,X32768_pos_399.133_6.928_NA,,,,,,
32770,X32770_pos_323.196_6.904_NA,,,,,,
32774,X32774_pos_649.186_6.834_NA,,,,,,
32784,X32784_pos_510.8_6.797_NA,,,,,,
32785,X32785_pos_319.19_6.787_NA,,,,,,
32795,X32795_pos_683.422_6.902_NA,,,,,,
32797,X32797_pos_363.18_6.713_NA,,,,,,
32798,X32798_pos_499.809_6.801_NA,,,,,,
32801,X32801_pos_380.263_6.864_NA,,,,,,
32813,X32813_pos_503.283_6.928_NA,,,,,,
32814,X32814_pos_544.369_6.781_NA,,,,,,
32817,X32817_pos_998.611_6.919_NA,,,,,,
32819,X32819_pos_342.227_6.9_NA,,,,,,
32828,X32828_pos_347.149_6.907_NA,,,,,,
32829,X32829_pos_429.243_6.921_NA,,,,,,
32830,X32830_pos_180.102_7.02_Massbank:LU089703 Propham|propan-2-yl N-phenylcarbamate,Massbank:LU089703 Propham|propan-2-yl N-phenylcarbamate,0.751758,0.593061,all anthropogenic,pesticide,herbicide
32839,X32839_pos_461.217_6.75_NA,,,,,,
32840,X32840_pos_166.123_6.966_NA,,,,,,
32841,X32841_pos_382.28_6.955_NA,,,,,,
3285,X3285_pos_495.241_2.257_NA,,,,,,
32851,X32851_pos_660.417_6.924_NA,,,,,,
32864,X32864_pos_301.18_6.833_NA,,,,,,
3287,X3287_pos_292.191_2.18_NA,,,,,,
32875,X32875_pos_620.866_7.004_NA,,,,,,
32885,X32885_pos_587.185_6.897_NA,,,,,,
32891,X32891_pos_255.076_6.932_NA,,,,,,
32893,X32893_pos_475.233_6.986_NA,,,,,,
32894,X32894_pos_347.185_6.79_NA,,,,,,
32898,X32898_pos_371.196_6.935_NA,,,,,,
32899,X32899_pos_491.283_7.005_NA,,,,,,
329,X329_pos_483.839_0.557_NA,,,,,,
32901,X32901_pos_283.19_6.977_NA,,,,,,
32912,X32912_pos_322.201_6.787_NA,,,,,,
32913,X32913_pos_508.324_6.776_NA,,,,,,
32916,X32916_pos_579.344_6.936_NA,,,,,,
32917,X32917_pos_302.269_6.955_NA,,,,,,
3292,X3292_pos_268.175_2.193_NA,,,,,,
32927,X32927_pos_243.104_6.938_NA,,,,,,
32928,X32928_pos_475.252_7.043_NA,,,,,,
32929,X32929_pos_618.388_6.984_NA,,,,,,
3293,X3293_pos_326.161_2.033_NA,,,,,,
32931,X32931_pos_245.154_6.927_NA,,,,,,
3294,X3294_pos_293.113_2.256_NA,,,,,,
32941,X32941_pos_535.253_6.881_NA,,,,,,
32942,X32942_pos_429.227_6.85_NA,,,,,,
32950,X32950_pos_214.123_6.936_NA,,,,,,
32951,X32951_pos_347.168_6.948_NA,,,,,,
32952,X32952_pos_430.233_6.992_NA,,,,,,
32953,X32953_pos_307.19_6.759_NA,,,,,,
32955,X32955_pos_213.079_6.879_NA,,,,,,
32962,X32962_pos_445.258_6.949_NA,,,,,,
32967,X32967_pos_461.253_6.886_NA,,,,,,
32977,X32977_pos_225.149_6.869_NA,,,,,,
3298,X3298_pos_490.286_2.26_NA,,,,,,
32982,X32982_pos_368.222_6.929_NA,,,,,,
32987,X32987_pos_540.338_6.951_NA,,,,,,
3300,X3300_pos_222.173_2.174_NA,,,,,,
33000,X33000_pos_197.165_6.938_NA,,,,,,
33005,X33005_pos_357.206_6.871_NA,,,,,,
3301,X3301_pos_290.139_2.257_NA,,,,,,
33016,X33016_pos_850.538_6.985_NA,,,,,,
33018,X33018_pos_532.813_6.845_NA,,,,,,
33019,X33019_pos_177.088_6.971_NA,,,,,,
3302,X3302_pos_167.082_2.258_NA,,,,,,
33021,X33021_pos_191.143_6.885_NA,,,,,,
33026,X33026_pos_181.122_6.955_NA,,,,,,
3304,X3304_pos_198.135_2.268_0943_2-Hydroxyatrazine,0943_2-Hydroxyatrazine,0.959815,0,all anthropogenic,pesticide,herbicide
33041,X33041_pos_365.253_6.982_NA,,,,,,
3306,"X3306_pos_248.165_2.252_""6,7-dimethoxy-1-(2-methylpropyl)-3,4-dihydroisoquinoline CollisionEnergy:102040""","""6,7-dimethoxy-1-(2-methylpropyl)-3,4-dihydroisoquinoline CollisionEnergy:102040""",0.785609,1.59865,biological ,biological compound,plant metabolite
33062,X33062_pos_374.161_6.969_NA,,,,,,
33063,X33063_pos_486.328_6.994_NA,,,,,,
33066,X33066_pos_609.875_6.952_NA,,,,,,
3307,X3307_pos_286.144_2.239_NA,,,,,,
33070,X33070_pos_502.293_6.966_NA,,,,,,
33072,X33072_pos_341.211_6.904_NA,,,,,,
33077,"X33077_pos_238.086_7.01_Massbank:LU077303 1-Amino-2-methylanthraquinone|1-amino-2-methylanthracene-9,10-dione","Massbank:LU077303 1-Amino-2-methylanthraquinone|1-amino-2-methylanthracene-9,10-dione",0.748792,1.28179,all anthropogenic,other consumer industrial,other other consumer industrial
3308,X3308_pos_308.149_2.269_NA,,,,,,
33085,X33085_pos_640.401_7.019_NA,,,,,,
3309,X3309_pos_255.126_2.211_NA,,,,,,
33092,X33092_pos_365.316_6.966_NA,,,,,,
33094,X33094_pos_433.198_6.968_NA,,,,,,
33096,X33096_pos_248.128_7.023_NA,,,,,,
33103,X33103_pos_204.102_7.022_NA,,,,,,
3311,X3311_pos_174.091_2.232_NA,,,,,,
33112,"X33112_pos_333.206_6.912_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]","NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]",0.787105,0.641114,biological ,biological compound,plant metabolite
33115,X33115_pos_451.251_6.98_NA,,,,,,
33118,X33118_pos_434.285_7.041_NA,,,,,,
3312,X3312_pos_258.124_2.279_NA,,,,,,
33126,X33126_pos_357.188_7.043_NA,,,,,,
33129,X33129_pos_244.154_6.825_NA,,,,,,
33132,X33132_pos_387.235_6.99_NA,,,,,,
33135,X33135_pos_387.216_7.069_NA,,,,,,
33146,X33146_pos_455.18_6.969_NA,,,,,,
33157,X33157_pos_407.094_7.058_NA,,,,,,
3316,X3316_pos_368.182_2.296_NA,,,,,,
33163,X33163_pos_321.206_6.978_3-HYDROXY-4-(SUCCIN-2-YL)-CARYOLANE delta-LACTONE,3-HYDROXY-4-(SUCCIN-2-YL)-CARYOLANE delta-LACTONE,0.728323,0,biological ,biological compound,biological - other
33170,X33170_pos_584.364_7.034_NA,,,,,,
33171,X33171_pos_433.222_7.023_NA,,,,,,
33179,X33179_pos_189.091_7.047_NA,,,,,,
3318,X3318_pos_1049.426_2.289_NA,,,,,,
33187,X33187_pos_381.191_6.945_NA,,,,,,
33191,X33191_pos_252.159_7.006_NA,,,,,,
33196,X33196_pos_398.217_6.971_NA,,,,,,
33197,X33197_pos_238.18_6.999_NA,,,,,,
33198,X33198_pos_279.159_6.871_NA,,,,,,
33204,X33204_pos_211.181_7.011_NA,,,,,,
33205,X33205_pos_417.227_6.885_NA,,,,,,
3321,X3321_pos_308.168_2.269_NA,,,,,,
33210,X33210_pos_323.185_6.805_NA,,,,,,
33217,X33217_pos_195.102_7.007_NCGC00381397-01!(E)-4-hydroxynon-2-enoic acid,NCGC00381397-01!(E)-4-hydroxynon-2-enoic acid,0.701801,13.2958,unknown,unknown,unknown
33218,X33218_pos_367.212_6.904_NA,,,,,,
3322,X3322_pos_322.134_2.225_NA,,,,,,
33220,X33220_pos_365.196_6.918_NA,,,,,,
33222,X33222_pos_299.128_6.966_NA,,,,,,
33223,X33223_pos_216.113_6.965_NA,,,,,,
33224,X33224_pos_312.029_6.958_NA,,,,,,
33225,X33225_pos_403.211_6.945_NA,,,,,,
33227,X33227_pos_356.15_6.961_NA,,,,,,
3323,X3323_pos_189.102_2.27_NA,,,,,,
33232,"X33232_pos_343.19_7.069_""Pregn-4-en-18-al, 11,21-dihydroxy-3,20-dioxo-, (11.beta.)- CollisionEnergy:205060""","""Pregn-4-en-18-al, 11,21-dihydroxy-3,20-dioxo-, (11.beta.)- CollisionEnergy:205060""",0.70436,0.889233,unknown,unknown,unknown
33234,X33234_pos_335.185_6.767_NA,,,,,,
33236,X33236_pos_542.354_6.948_NA,,,,,,
33238,X33238_pos_649.316_7.029_NA,,,,,,
33248,X33248_pos_226.18_6.853_VITAMIN K1 CollisionEnergy:205060,VITAMIN K1 CollisionEnergy:205060,0.808253,7.96057,biological ,biological compound,biological - other
33249,X33249_pos_321.17_6.845_NA,,,,,,
33256,X33256_pos_543.835_6.882_NA,,,,,,
33257,X33257_pos_415.211_6.994_NA,,,,,,
33259,X33259_pos_289.118_7.036_NA,,,,,,
3326,X3326_pos_462.333_2.245_NA,,,,,,
33260,X33260_pos_533.293_7.238_NA,,,,,,
33261,X33261_pos_452.228_6.978_NA,,,,,,
33265,X33265_pos_621.394_7.017_NA,,,,,,
33267,X33267_pos_419.206_6.909_NA,,,,,,
33269,X33269_pos_271.097_6.817_NA,,,,,,
33273,X33273_pos_265.18_7.034_NA,,,,,,
33276,X33276_pos_459.238_6.92_NA,,,,,,
33280,X33280_pos_576.839_6.923_NA,,,,,,
3329,X3329_pos_388.254_2.285_NA,,,,,,
33290,X33290_pos_407.206_6.769_NA,,,,,,
33293,X33293_pos_505.335_7.027_NA,,,,,,
333,X333_pos_247.904_0.558_NA,,,,,,
3330,X3330_pos_199.144_2.223_NA,,,,,,
33300,X33300_pos_291.159_6.889_NA,,,,,,
33305,X33305_pos_644.36_7.049_NA,,,,,,
33307,X33307_pos_483.353_7.018_Spectral Match to Octapropylene glycol from NIST14,Spectral Match to Octapropylene glycol from NIST14,0.795214,0.189412,all anthropogenic,polymer-related,PAG
33308,X33308_pos_255.159_6.808_NA,,,,,,
33309,X33309_pos_445.222_7.059_NA,,,,,,
33320,X33320_pos_365.16_6.968_NA,,,,,,
33324,X33324_pos_489.267_7.086_NA,,,,,,
33326,X33326_pos_630.37_7.005_NA,,,,,,
33330,X33330_pos_251.201_7.018_Sclareolide CollisionEnergy:205060,Sclareolide CollisionEnergy:205060,0.721034,2.00453,biological ,biological compound,biological - other
33335,X33335_pos_359.204_6.962_NA,,,,,,
33341,X33341_pos_467.28_7.022_NA,,,,,,
33342,X33342_pos_265.195_7.031_NA,,,,,,
33343,X33343_pos_237.149_7.088_NA,,,,,,
33344,X33344_pos_567.027_7.003_NA,,,,,,
33350,X33350_pos_221.154_6.97_NA,,,,,,
33356,X33356_pos_484.312_7.175_NA,,,,,,
33369,X33369_pos_456.299_7.057_NA,,,,,,
33370,X33370_pos_598.324_7.033_NA,,,,,,
33373,X33373_pos_447.257_6.917_NA,,,,,,
33375,X33375_pos_381.24_7.034_NA,,,,,,
33379,X33379_pos_287.164_6.977_NA,,,,,,
